from,to,type,weight
blackbear,coyot,Directed,2
blackbear,elk,Directed,1
blackbear,fox,Directed,1
blackbear,grizzlybear,Directed,5
blackbear,kodiakbear,Directed,1
blackbear,lion,Directed,1
blackbear,lynx,Directed,1
blackbear,monkei,Directed,1
blackbear,mountainlion,Directed,1
blackbear,mous,Directed,2
blackbear,panda,Directed,1
blackbear,penguin,Directed,1
blackbear,polarbear,Directed,4
blackbear,seal,Directed,2
blackbear,wolf,Directed,1
blackbird,bear,Directed,2
blackbird,bluebird,Directed,1
blackbird,bluejai,Directed,1
blackbird,chickade,Directed,1
blackbird,crow,Directed,2
blackbird,eleph,Directed,1
blackbird,finch,Directed,1
blackbird,fish,Directed,1
blackbird,groundhog,Directed,1
blackbird,hawk,Directed,1
blackbird,rabbit,Directed,1
blackbird,robin,Directed,1
blackbird,zebra,Directed,1
bluebird,blackbird,Directed,2
bluebird,bluejai,Directed,2
bluebird,canari,Directed,1
bluebird,cardin,Directed,2
bluebird,chickade,Directed,1
bluebird,chipmunk,Directed,1
bluebird,cow,Directed,1
bluebird,donkei,Directed,1
bluebird,dove,Directed,1
bluebird,eagl,Directed,1
bluebird,frog,Directed,1
bluebird,grizzlybear,Directed,1
bluebird,llama,Directed,1
bluebird,oriol,Directed,2
bluebird,parrot,Directed,1
bluebird,robin,Directed,1
bluebird,seal,Directed,1
bluebird,snak,Directed,1
bluebird,sparrow,Directed,1
bluebird,starl,Directed,1
bluebird,wren,Directed,2
bluegil,catfish,Directed,1
bluegil,sturgeon,Directed,1
bluegil,toad,Directed,1
bluegil,worm,Directed,1
bluejai,bird,Directed,2
bluejai,blackbird,Directed,1
bluejai,bluebird,Directed,1
bluejai,cardin,Directed,3
bluejai,crow,Directed,2
bluejai,eagl,Directed,1
bluejai,finch,Directed,1
bluejai,goldfinch,Directed,1
bluejai,goos,Directed,1
bluejai,groundhog,Directed,1
bluejai,hummingbird,Directed,1
bluejai,kangaroo,Directed,1
bluejai,mosquito,Directed,1
bluejai,opossum,Directed,1
bluejai,oriol,Directed,2
bluejai,otter,Directed,1
bluejai,robin,Directed,5
bluejai,squirrel,Directed,1
boa,bear,Directed,1
boa,cow,Directed,1
boa,frog,Directed,1
boa,rattlesnak,Directed,1
boa,snak,Directed,1
boar,bear,Directed,2
boar,cattl,Directed,1
boar,chicken,Directed,1
boar,cow,Directed,1
boar,deer,Directed,1
boar,dog,Directed,1
boar,eleph,Directed,1
boar,hors,Directed,1
boar,iguana,Directed,1
boar,monkei,Directed,1
boar,penguin,Directed,1
boar,pig,Directed,2
boar,rabbit,Directed,1
boar,woodchuck,Directed,1
bobcat,allig,Directed,4
bobcat,badger,Directed,1
bobcat,bear,Directed,1
bobcat,cat,Directed,1
bobcat,cougar,Directed,5
bobcat,cow,Directed,2
bobcat,coyot,Directed,3
bobcat,deer,Directed,3
bobcat,dog,Directed,3
bobcat,duck,Directed,1
bobcat,elk,Directed,1
bobcat,ferret,Directed,1
bobcat,fox,Directed,2
bobcat,goat,Directed,2
bobcat,hyena,Directed,1
bobcat,leopard,Directed,2
bobcat,lion,Directed,5
bobcat,lynx,Directed,7
bobcat,marten,Directed,1
bobcat,mink,Directed,4
bobcat,mole,Directed,1
bobcat,mountainlion,Directed,6
bobcat,panther,Directed,1
bobcat,peacock,Directed,1
bobcat,polarbear,Directed,1
bobcat,rabbit,Directed,3
bobcat,raccoon,Directed,3
bobcat,rhino,Directed,1
bobcat,skunk,Directed,1
bobcat,snak,Directed,2
bobcat,squirrel,Directed,1
bobcat,tiger,Directed,2
bobcat,turkei,Directed,1
bobcat,turtl,Directed,1
bobcat,wildcat,Directed,1
bobcat,wolf,Directed,3
bobcat,woodchuck,Directed,1
bobcat,zebra,Directed,1
brownbear,bear,Directed,1
brownbear,blackbear,Directed,9
brownbear,crocodil,Directed,1
brownbear,fish,Directed,1
brownbear,giraff,Directed,1
brownbear,grizzlybear,Directed,5
brownbear,hamster,Directed,1
brownbear,insect,Directed,1
brownbear,kodiakbear,Directed,1
brownbear,monkei,Directed,1
brownbear,moos,Directed,1
brownbear,mous,Directed,1
brownbear,polarbear,Directed,5
brownbear,rabbit,Directed,1
brownbear,tiger,Directed,1
brownbear,trout,Directed,1
buffalo,allig,Directed,3
buffalo,alpaca,Directed,1
buffalo,anteat,Directed,1
buffalo,antelop,Directed,28
buffalo,ap,Directed,1
buffalo,bear,Directed,11
buffalo,bird,Directed,3
buffalo,bison,Directed,11
buffalo,bobcat,Directed,1
buffalo,bunni,Directed,2
buffalo,camel,Directed,3
buffalo,caribou,Directed,3
buffalo,cat,Directed,9
buffalo,cattl,Directed,4
buffalo,cheetah,Directed,2
buffalo,chicken,Directed,4
buffalo,chimp,Directed,1
buffalo,chipmunk,Directed,1
buffalo,coon,Directed,1
buffalo,cougar,Directed,2
buffalo,cow,Directed,22
buffalo,coyot,Directed,3
buffalo,crane,Directed,1
buffalo,deer,Directed,25
buffalo,dog,Directed,6
buffalo,donkei,Directed,3
buffalo,duck,Directed,1
buffalo,eagl,Directed,1
buffalo,eleph,Directed,10
buffalo,elk,Directed,24
buffalo,emu,Directed,1
buffalo,farmanim,Directed,1
buffalo,fish,Directed,1
buffalo,fisher,Directed,1
buffalo,fox,Directed,2
buffalo,giraff,Directed,6
buffalo,goat,Directed,3
buffalo,goos,Directed,1
buffalo,gopher,Directed,1
buffalo,gorilla,Directed,1
buffalo,hedgehog,Directed,1
buffalo,hippo,Directed,1
buffalo,hog,Directed,1
buffalo,holstein,Directed,2
buffalo,hors,Directed,14
buffalo,kangaroo,Directed,3
buffalo,kitten,Directed,1
buffalo,leopard,Directed,1
buffalo,lion,Directed,2
buffalo,lizard,Directed,1
buffalo,llama,Directed,1
buffalo,mink,Directed,1
buffalo,mongoos,Directed,1
buffalo,monkei,Directed,1
buffalo,moos,Directed,5
buffalo,mountaingoat,Directed,1
buffalo,mountainlion,Directed,3
buffalo,mous,Directed,5
buffalo,mule,Directed,1
buffalo,muskox,Directed,1
buffalo,opossum,Directed,3
buffalo,ostrich,Directed,2
buffalo,otter,Directed,1
buffalo,ox,Directed,6
buffalo,parakeet,Directed,1
buffalo,pelican,Directed,1
buffalo,penguin,Directed,1
buffalo,pig,Directed,4
buffalo,pigeon,Directed,1
buffalo,poni,Directed,1
buffalo,prairiedog,Directed,4
buffalo,rabbit,Directed,5
buffalo,raccoon,Directed,3
buffalo,ram,Directed,1
buffalo,rat,Directed,3
buffalo,reindeer,Directed,2
buffalo,rhino,Directed,7
buffalo,seal,Directed,1
buffalo,sheep,Directed,3
buffalo,shrew,Directed,1
buffalo,skunk,Directed,4
buffalo,snak,Directed,5
buffalo,squirrel,Directed,1
buffalo,tiger,Directed,5
buffalo,turtl,Directed,1
buffalo,unicorn,Directed,1
buffalo,warthog,Directed,1
buffalo,waterbuffalo,Directed,5
buffalo,wildebeest,Directed,1
buffalo,wolf,Directed,8
buffalo,zebra,Directed,6
bug,ant,Directed,1
bug,bat,Directed,1
bug,beetl,Directed,2
bug,bird,Directed,1
bug,butterfli,Directed,1
bug,eleph,Directed,3
bug,finch,Directed,1
bug,fly,Directed,3
bug,giraff,Directed,1
bug,hippo,Directed,2
bug,ladybug,Directed,1
bug,lizard,Directed,1
bug,monkei,Directed,1
bug,rat,Directed,1
bug,reptil,Directed,1
bug,robin,Directed,1
bug,seal,Directed,1
bug,tiger,Directed,1
bug,zebra,Directed,1
bull,antelop,Directed,2
bull,badger,Directed,1
bull,bear,Directed,3
bull,bird,Directed,1
bull,bison,Directed,1
bull,buffalo,Directed,4
bull,calf,Directed,1
bull,cat,Directed,4
bull,cheetah,Directed,1
bull,chicken,Directed,3
bull,cow,Directed,5
bull,crocodil,Directed,1
bull,deer,Directed,3
bull,dog,Directed,1
bull,donkei,Directed,1
bull,duck,Directed,1
bull,eleph,Directed,2
bull,fly,Directed,1
bull,fox,Directed,1
bull,giraff,Directed,4
bull,goat,Directed,2
bull,heifer,Directed,4
bull,hors,Directed,7
bull,kitten,Directed,2
bull,lamb,Directed,3
bull,llama,Directed,1
bull,monkei,Directed,1
bull,mountainlion,Directed,1
bull,mous,Directed,1
bull,mule,Directed,1
bull,pheasant,Directed,1
bull,pig,Directed,3
bull,polarbear,Directed,1
bull,poni,Directed,2
bull,raccoon,Directed,1
bull,rat,Directed,1
bull,rooster,Directed,1
bull,sheep,Directed,4
bull,snak,Directed,1
bull,steer,Directed,2
bull,tiger,Directed,1
bull,wallabi,Directed,1
bull,weasel,Directed,1
bull,wolf,Directed,1
bull,zebra,Directed,1
bumblebe,hornet,Directed,3
bumblebe,kitten,Directed,1
bumblebe,mountainlion,Directed,1
bumblebe,rat,Directed,1
bunni,bird,Directed,1
bunni,cow,Directed,1
bunni,coyot,Directed,1
bunni,deer,Directed,1
bunni,dog,Directed,3
bunni,donkei,Directed,1
bunni,duck,Directed,1
bunni,gecko,Directed,1
bunni,gerbil,Directed,1
bunni,gopher,Directed,1
bunni,guineapig,Directed,1
bunni,hors,Directed,2
bunni,mous,Directed,1
bunni,rabbit,Directed,3
bunni,raccoon,Directed,1
bunni,skunk,Directed,1
bunni,snak,Directed,1
burro,armadillo,Directed,1
burro,bison,Directed,1
burro,cat,Directed,1
burro,chicken,Directed,1
burro,donkei,Directed,1
burro,eleph,Directed,2
burro,jackal,Directed,1
burro,llama,Directed,2
burro,mous,Directed,1
burro,mule,Directed,1
burro,muskrat,Directed,1
burro,squirrel,Directed,1
burro,tiger,Directed,1
burro,turkei,Directed,1
butterfli,allig,Directed,1
butterfli,bat,Directed,1
butterfli,bear,Directed,1
butterfli,bird,Directed,5
butterfli,bluebird,Directed,1
butterfli,bunni,Directed,1
butterfli,caterpillar,Directed,1
butterfli,duck,Directed,1
butterfli,eagl,Directed,1
butterfli,fly,Directed,2
butterfli,frog,Directed,1
butterfli,giraff,Directed,1
butterfli,gopher,Directed,1
butterfli,grasshopp,Directed,1
butterfli,hors,Directed,1
butterfli,hummingbird,Directed,1
butterfli,insect,Directed,1
butterfli,jaguar,Directed,1
butterfli,moth,Directed,2
butterfli,pig,Directed,2
butterfli,reptil,Directed,1
buzzard,cougar,Directed,1
buzzard,deer,Directed,1
buzzard,eagl,Directed,1
buzzard,hawk,Directed,2
buzzard,mink,Directed,1
buzzard,mountainsheep,Directed,1
buzzard,pig,Directed,1
buzzard,robin,Directed,1
buzzard,vultur,Directed,1
calf,ant,Directed,2
calf,antelop,Directed,1
calf,bear,Directed,1
calf,bird,Directed,1
calf,bison,Directed,1
calf,buffalo,Directed,2
calf,bull,Directed,6
calf,camel,Directed,1
calf,cat,Directed,4
calf,chicken,Directed,6
calf,colt,Directed,3
calf,cow,Directed,5
calf,deer,Directed,3
calf,dog,Directed,7
calf,eleph,Directed,2
calf,elk,Directed,1
calf,fish,Directed,1
calf,flamingo,Directed,1
calf,fox,Directed,1
calf,giraff,Directed,1
calf,goat,Directed,4
calf,goos,Directed,1
calf,groundhog,Directed,1
calf,heifer,Directed,1
calf,hors,Directed,14
calf,kangaroo,Directed,1
calf,kitten,Directed,1
calf,lamb,Directed,3
calf,lizard,Directed,1
calf,llama,Directed,1
calf,opossum,Directed,1
calf,pig,Directed,12
calf,poni,Directed,3
calf,puppi,Directed,2
calf,rhino,Directed,1
calf,rooster,Directed,1
calf,sheep,Directed,6
calf,steer,Directed,1
calf,tiger,Directed,1
calf,zebra,Directed,1
camel,allig,Directed,2
camel,ant,Directed,1
camel,antelop,Directed,1
camel,armadillo,Directed,1
camel,baboon,Directed,1
camel,bear,Directed,4
camel,beaver,Directed,3
camel,bird,Directed,2
camel,bison,Directed,2
camel,brownbear,Directed,1
camel,buffalo,Directed,4
camel,bull,Directed,2
camel,bunni,Directed,1
camel,cat,Directed,2
camel,cheetah,Directed,2
camel,chicken,Directed,4
camel,chipmunk,Directed,1
camel,cougar,Directed,1
camel,coyot,Directed,2
camel,crow,Directed,1
camel,deer,Directed,3
camel,dog,Directed,5
camel,dolphin,Directed,1
camel,donkei,Directed,6
camel,duck,Directed,1
camel,eleph,Directed,23
camel,elk,Directed,2
camel,emu,Directed,2
camel,gerbil,Directed,1
camel,giraff,Directed,19
camel,goat,Directed,3
camel,gorilla,Directed,1
camel,guineapig,Directed,2
camel,hamster,Directed,1
camel,hawk,Directed,1
camel,hedgehog,Directed,1
camel,hippo,Directed,6
camel,hog,Directed,1
camel,hors,Directed,15
camel,hyena,Directed,1
camel,impala,Directed,1
camel,kangaroo,Directed,7
camel,leopard,Directed,2
camel,lion,Directed,16
camel,llama,Directed,13
camel,monkei,Directed,5
camel,moos,Directed,2
camel,mountainlion,Directed,1
camel,mous,Directed,2
camel,mule,Directed,1
camel,muskox,Directed,1
camel,ocelot,Directed,1
camel,octopus,Directed,1
camel,opossum,Directed,1
camel,orangutan,Directed,1
camel,ostrich,Directed,1
camel,panda,Directed,1
camel,penguin,Directed,4
camel,pig,Directed,2
camel,rabbit,Directed,1
camel,raccoon,Directed,2
camel,rat,Directed,1
camel,rhino,Directed,9
camel,sheep,Directed,2
camel,skunk,Directed,1
camel,squirrel,Directed,1
camel,tapir,Directed,2
camel,tiger,Directed,9
camel,turkei,Directed,1
camel,waterbuffalo,Directed,1
camel,wolf,Directed,2
camel,yak,Directed,1
camel,zebra,Directed,14
canari,bird,Directed,3
canari,cardin,Directed,1
canari,chimp,Directed,1
canari,cow,Directed,1
canari,coyot,Directed,1
canari,crane,Directed,1
canari,crocodil,Directed,1
canari,deer,Directed,1
canari,dog,Directed,1
canari,dove,Directed,1
canari,eagl,Directed,1
canari,fish,Directed,1
canari,goldfish,Directed,1
canari,mous,Directed,1
canari,oriol,Directed,1
canari,parakeet,Directed,1
canari,parrot,Directed,2
canari,pheasant,Directed,1
canari,platypus,Directed,1
canari,robin,Directed,4
canari,snail,Directed,1
canari,tiger,Directed,1
canari,wolf,Directed,1
cardin,allig,Directed,1
cardin,bluebird,Directed,3
cardin,bluejai,Directed,4
cardin,canari,Directed,1
cardin,chickade,Directed,2
cardin,cow,Directed,1
cardin,finch,Directed,3
cardin,goos,Directed,1
cardin,gopher,Directed,1
cardin,grous,Directed,1
cardin,hawk,Directed,1
cardin,kangaroo,Directed,1
cardin,oriol,Directed,1
cardin,otter,Directed,1
cardin,parrot,Directed,1
cardin,rat,Directed,1
cardin,robin,Directed,3
cardin,snak,Directed,2
cardin,starl,Directed,1
cardin,weasel,Directed,1
cardin,woodpeck,Directed,1
caribou,bear,Directed,8
caribou,blackbear,Directed,1
caribou,buffalo,Directed,1
caribou,cat,Directed,1
caribou,deer,Directed,10
caribou,dog,Directed,2
caribou,duck,Directed,1
caribou,elk,Directed,13
caribou,fish,Directed,1
caribou,fox,Directed,2
caribou,giraff,Directed,2
caribou,goat,Directed,3
caribou,grizzlybear,Directed,3
caribou,lion,Directed,3
caribou,marmot,Directed,1
caribou,monkei,Directed,1
caribou,moos,Directed,5
caribou,mountaingoat,Directed,1
caribou,mountainlion,Directed,1
caribou,mous,Directed,1
caribou,muled,Directed,1
caribou,muskox,Directed,2
caribou,muskrat,Directed,1
caribou,otter,Directed,1
caribou,polarbear,Directed,1
caribou,rabbit,Directed,3
caribou,reindeer,Directed,3
caribou,seal,Directed,1
caribou,skunk,Directed,2
caribou,snak,Directed,2
caribou,squirrel,Directed,3
caribou,tiger,Directed,1
caribou,walrus,Directed,1
caribou,wildebeest,Directed,1
caribou,wolf,Directed,2
caribou,wolverin,Directed,1
cat,aardvark,Directed,1
cat,allig,Directed,10
cat,anim,Directed,2
cat,ant,Directed,1
cat,anteat,Directed,1
cat,antelop,Directed,11
cat,baboon,Directed,1
cat,badger,Directed,3
cat,bat,Directed,1
cat,bear,Directed,34
cat,beaver,Directed,7
cat,bird,Directed,120
cat,buffalo,Directed,5
cat,bull,Directed,3
cat,bunni,Directed,4
cat,burro,Directed,1
cat,butterfli,Directed,1
cat,calf,Directed,2
cat,camel,Directed,5
cat,canari,Directed,3
cat,caterpillar,Directed,1
cat,cheetah,Directed,2
cat,chicken,Directed,32
cat,chimp,Directed,1
cat,chinchilla,Directed,2
cat,chipmunk,Directed,8
cat,cougar,Directed,5
cat,cow,Directed,178
cat,coyot,Directed,8
cat,cricket,Directed,1
cat,crocodil,Directed,3
cat,deer,Directed,40
cat,dinosaur,Directed,1
cat,dog,Directed,774
cat,dolphin,Directed,2
cat,donkei,Directed,8
cat,duck,Directed,16
cat,eagl,Directed,1
cat,eleph,Directed,80
cat,elk,Directed,3
cat,emu,Directed,1
cat,falcon,Directed,1
cat,ferret,Directed,11
cat,fish,Directed,42
cat,fisher,Directed,1
cat,fly,Directed,3
cat,fox,Directed,7
cat,frog,Directed,8
cat,gazel,Directed,1
cat,gecko,Directed,1
cat,gerbil,Directed,12
cat,giraff,Directed,21
cat,goat,Directed,7
cat,goldfish,Directed,3
cat,gopher,Directed,2
cat,gorilla,Directed,6
cat,guineapig,Directed,7
cat,hamster,Directed,17
cat,hawk,Directed,1
cat,hen,Directed,1
cat,hippo,Directed,11
cat,hors,Directed,176
cat,housecat,Directed,1
cat,hyena,Directed,4
cat,iguana,Directed,2
cat,insect,Directed,2
cat,jaguar,Directed,1
cat,javelina,Directed,1
cat,kangaroo,Directed,8
cat,kitten,Directed,13
cat,koala,Directed,1
cat,lamb,Directed,6
cat,lemur,Directed,1
cat,leopard,Directed,7
cat,lion,Directed,101
cat,lizard,Directed,11
cat,llama,Directed,19
cat,lynx,Directed,2
cat,marmot,Directed,1
cat,monkei,Directed,32
cat,moos,Directed,8
cat,mountainlion,Directed,3
cat,mous,Directed,126
cat,mule,Directed,6
cat,muski,Directed,1
cat,muskrat,Directed,1
cat,ocelot,Directed,1
cat,opossum,Directed,8
cat,orangutan,Directed,1
cat,otter,Directed,1
cat,owl,Directed,1
cat,panda,Directed,1
cat,panther,Directed,3
cat,parakeet,Directed,3
cat,parrot,Directed,8
cat,person,Directed,1
cat,pheasant,Directed,1
cat,pig,Directed,34
cat,platypus,Directed,2
cat,poni,Directed,3
cat,porcupin,Directed,2
cat,puppi,Directed,3
cat,rabbit,Directed,52
cat,raccoon,Directed,28
cat,rat,Directed,39
cat,reptil,Directed,1
cat,rhino,Directed,9
cat,rodent,Directed,1
cat,rooster,Directed,3
cat,sealion,Directed,1
cat,sheep,Directed,23
cat,skunk,Directed,7
cat,snak,Directed,28
cat,squirrel,Directed,34
cat,tiger,Directed,36
cat,turkei,Directed,8
cat,turtl,Directed,4
cat,wallabi,Directed,1
cat,walrus,Directed,2
cat,weasel,Directed,2
cat,whale,Directed,3
cat,wolf,Directed,4
cat,wolverin,Directed,1
cat,woodchuck,Directed,2
cat,yak,Directed,1
cat,zebra,Directed,28
caterpillar,anteat,Directed,1
caterpillar,eleph,Directed,1
caterpillar,fish,Directed,1
caterpillar,flea,Directed,1
caterpillar,fly,Directed,2
caterpillar,fox,Directed,1
caterpillar,giraff,Directed,1
caterpillar,goat,Directed,1
caterpillar,hummingbird,Directed,1
caterpillar,snak,Directed,1
caterpillar,spider,Directed,1
caterpillar,zebra,Directed,1
catfish,porpois,Directed,1
catfish,salmon,Directed,1
catfish,shark,Directed,1
catfish,sturgeon,Directed,1
cattl,bear,Directed,1
cattl,bison,Directed,1
cattl,buffalo,Directed,1
cattl,chicken,Directed,2
cattl,cow,Directed,5
cattl,dog,Directed,3
cattl,eleph,Directed,2
cattl,goat,Directed,2
cattl,hors,Directed,7
cattl,iguana,Directed,1
cattl,mountaingoat,Directed,1
cattl,pig,Directed,2
cattl,sheep,Directed,3
cattl,snak,Directed,1
cattl,squirrel,Directed,1
cattl,steer,Directed,1
centiped,ant,Directed,1
centiped,beetl,Directed,1
centiped,bird,Directed,1
centiped,dog,Directed,1
centiped,earthworm,Directed,1
centiped,mous,Directed,1
centiped,spider,Directed,1
chameleon,cat,Directed,1
chameleon,cheetah,Directed,1
chameleon,fly,Directed,1
chameleon,gecko,Directed,1
chameleon,goat,Directed,1
chameleon,guineapig,Directed,1
chameleon,hawk,Directed,1
chameleon,lion,Directed,1
chameleon,mosquito,Directed,1
chameleon,pig,Directed,1
cheetah,allig,Directed,4
cheetah,ant,Directed,1
cheetah,antelop,Directed,1
cheetah,ap,Directed,1
cheetah,armadillo,Directed,2
cheetah,baboon,Directed,3
cheetah,bear,Directed,7
cheetah,bird,Directed,5
cheetah,bobcat,Directed,1
cheetah,buffalo,Directed,1
cheetah,cat,Directed,2
cheetah,cheetah,Directed,1
cheetah,chimp,Directed,1
cheetah,cougar,Directed,7
cheetah,cow,Directed,2
cheetah,deer,Directed,2
cheetah,dingo,Directed,1
cheetah,dog,Directed,1
cheetah,eleph,Directed,9
cheetah,elk,Directed,2
cheetah,emu,Directed,1
cheetah,ferret,Directed,2
cheetah,fox,Directed,1
cheetah,frog,Directed,1
cheetah,giraff,Directed,4
cheetah,gorilla,Directed,4
cheetah,hippo,Directed,2
cheetah,hors,Directed,5
cheetah,housecat,Directed,1
cheetah,hyena,Directed,1
cheetah,impala,Directed,2
cheetah,jaguar,Directed,6
cheetah,kangaroo,Directed,3
cheetah,leopard,Directed,18
cheetah,lion,Directed,16
cheetah,lizard,Directed,1
cheetah,lynx,Directed,2
cheetah,mongoos,Directed,1
cheetah,monkei,Directed,11
cheetah,mountainlion,Directed,2
cheetah,mous,Directed,1
cheetah,ocelot,Directed,3
cheetah,orangutan,Directed,2
cheetah,panda,Directed,1
cheetah,panther,Directed,7
cheetah,parrot,Directed,1
cheetah,peacock,Directed,1
cheetah,pig,Directed,2
cheetah,platypus,Directed,1
cheetah,poni,Directed,1
cheetah,puma,Directed,3
cheetah,raccoon,Directed,1
cheetah,rat,Directed,1
cheetah,rhino,Directed,2
cheetah,rooster,Directed,1
cheetah,sealion,Directed,1
cheetah,snak,Directed,2
cheetah,tiger,Directed,7
cheetah,waterbuffalo,Directed,1
cheetah,whale,Directed,1
cheetah,wildcat,Directed,1
cheetah,wildebeest,Directed,2
cheetah,wolf,Directed,1
cheetah,zebra,Directed,3
chickade,bluebird,Directed,1
chickade,buffalo,Directed,1
chickade,cardin,Directed,5
chickade,chicken,Directed,1
chickade,eagl,Directed,1
chickade,finch,Directed,1
chickade,fox,Directed,1
chickade,goldfinch,Directed,1
chickade,gopher,Directed,1
chickade,parrot,Directed,1
chickade,pigeon,Directed,1
chickade,robin,Directed,1
chickade,snak,Directed,1
chickade,sparrow,Directed,1
chickade,woodpeck,Directed,1
chickade,wren,Directed,1
chicken,aardvark,Directed,1
chicken,allig,Directed,4
chicken,ant,Directed,1
chicken,antelop,Directed,1
chicken,ap,Directed,1
chicken,armadillo,Directed,2
chicken,baboon,Directed,1
chicken,badger,Directed,1
chicken,bat,Directed,2
chicken,bear,Directed,13
chicken,bird,Directed,26
chicken,bluejai,Directed,1
chicken,buffalo,Directed,2
